customer_sk,recency,frequency,monetary,labels
68980.0,408,49,127144.3,0
7020.0,788,52,151774.54,1
29369.0,555,27,45664.75,1
3208.0,623,35,67183.82,1
71386.0,390,52,147166.63,2
5188.0,370,74,132099.61,2
48416.0,745,28,58229.84,1
34792.0,107,27,62690.76,0
31223.0,487,60,117718.49,2
49431.0,64,41,91648.52,0
39698.0,226,43,122646.55,0
297.0,3,46,75838.03,0
98114.0,140,76,177010.77,2
14067.0,373,32,65487.78,0
17451.0,615,37,80267.57,1
54000.0,677,34,64758.54,1
59525.0,812,16,32335.83,1
56426.0,954,48,86989.98,1
76597.0,190,57,116449.37,2
3693.0,124,82,246781.11,2
27411.0,401,51,77618.18,0
31545.0,66,61,104461.72,0
65248.0,4,45,97874.6,0
92738.0,768,34,53855.44,1
10386.0,221,29,61827.43,0
25010.0,10,64,142189.2,2
66218.0,114,44,93524.25,0
10765.0,64,52,101661.75,0
98040.0,50,25,43379.04,0
81629.0,403,53,128735.92,2
44433.0,693,39,82995.29,1
14094.0,407,40,126115.44,0
20557.0,19,46,107449.96,0
84510.0,41,35,74100.21,0
57812.0,55,86,181354.23,2
57.0,139,64,139829.58,2
86899.0,138,51,115501.02,0
10356.0,605,38,74971.5,1
37701.0,33,20,45653.65,0
7772.0,13,95,232332.93,2
34322.0,10,38,55834.51,0
65436.0,12,52,78189.36,0
46000.0,71,53,116308.72,0
70426.0,5,23,37761.02,0
15275.0,53,46,100663.52,0
3812.0,289,41,105534.56,0
30886.0,24,23,55262.7,0
63426.0,9,74,156203.39,2
90639.0,116,49,114637.96,0
42282.0,21,26,54361.19,0
76010.0,69,33,42165.13,0
72243.0,189,42,110712.74,0
92456.0,163,17,25761.17,0
97634.0,54,25,37305.51,0
12537.0,487,35,57769.81,0
54372.0,8,65,90662.22,0
42013.0,73,32,59214.72,0
25232.0,32,34,93631.85,0
46856.0,446,57,149932.78,2
97227.0,157,65,135520.47,2
98119.0,161,80,157577.24,2
38424.0,801,63,106392.45,1
18143.0,39,96,177188.26,2
93920.0,439,48,75671.32,0
75524.0,410,40,119841.63,0
95314.0,20,67,131053.8,2
42549.0,109,51,87549.37,0
40201.0,516,40,87311.38,0
35475.0,85,64,164400.31,2
44409.0,20,38,60023.58,0
30758.0,51,41,101615.28,0
48133.0,614,41,80540.55,1
40389.0,772,88,185408.75,2
87231.0,9,112,179100.57,2
95331.0,278,48,143613.64,2
30409.0,374,64,164120.63,2
62346.0,43,46,83525.52,0
51516.0,28,58,132043.43,2
69028.0,28,60,115363.02,2
40482.0,46,68,148505.88,2
98519.0,431,20,29677.49,0
94099.0,29,67,132405.63,2
33460.0,9,32,77271.47,0
67464.0,488,57,98436.55,0
49663.0,890,57,130865.55,1
47436.0,261,42,70112.44,0
30851.0,1,51,121812.47,0
29720.0,99,85,177306.82,2
8993.0,41,71,158243.72,2
8747.0,463,58,87266.75,0
77972.0,146,57,134007.76,2
39394.0,209,19,49033.75,0
34965.0,143,69,161796.92,2
42132.0,425,44,106247.25,0
31420.0,28,87,189615.14,2
22512.0,12,53,113029.68,0
30128.0,398,59,131203.36,2
61140.0,265,51,130114.87,0
58266.0,29,29,65649.73,0
58402.0,762,46,96880.0,1
76449.0,1100,14,31923.0,1
44469.0,773,44,84295.41,1
27952.0,367,67,174391.59,2
34523.0,16,64,148849.71,2
99683.0,109,70,140110.17,2
20064.0,48,41,80115.98,0
20589.0,23,63,151872.18,2
80334.0,57,34,69022.38,0
26592.0,84,46,96564.12,0
19178.0,85,31,57884.88,0
58964.0,286,60,125075.54,2
3409.0,35,67,177751.23,2
41731.0,383,69,173103.0,2
51058.0,23,32,47611.39,0
36563.0,114,13,40432.67,0
38732.0,1,31,44008.05,0
62033.0,73,57,114185.62,0
32304.0,726,41,72181.69,1
28777.0,419,62,142870.24,2
71476.0,255,38,107053.62,0
28360.0,260,48,119136.17,0
97220.0,371,56,124567.38,2
47690.0,695,32,55946.37,1
24008.0,75,108,229650.66,2
72360.0,753,41,79188.36,1
50106.0,383,66,140983.51,2
39580.0,3,64,186362.73,2
81663.0,424,30,71152.92,0
57672.0,134,98,195720.25,2
40107.0,3,76,139985.97,2
16356.0,266,40,78175.34,0
31284.0,30,62,169572.56,2
44589.0,96,39,80486.72,0
91710.0,46,57,145240.23,2
87919.0,58,76,137279.69,2
43184.0,741,35,92297.71,1
92875.0,46,60,123205.41,2
42096.0,372,48,107417.78,0
56788.0,71,28,75910.4,0
23600.0,52,42,105139.08,0
9112.0,365,63,124659.72,2
26898.0,332,28,50640.64,0
50428.0,574,37,68882.46,1
43543.0,238,65,123302.24,2
42454.0,313,54,114941.43,0
41570.0,822,50,80981.33,1
35840.0,95,46,99475.98,0
97830.0,24,47,119476.49,0
88308.0,1116,46,58624.61,1
33800.0,923,42,73426.66,1
31488.0,249,68,138483.99,2
63656.0,41,33,90691.51,0
86304.0,102,50,88428.1,0
25060.0,0,60,135901.29,2
57128.0,150,51,123157.89,0
408.0,88,46,90018.06,0
81272.0,400,73,122792.38,2
20336.0,637,40,105396.03,1
32848.0,459,38,84918.06,0
30672.0,18,92,187903.5,2
65460.0,27,83,190035.2,2
35569.0,166,51,107699.95,0
86627.0,47,69,192865.66,2
36334.0,546,35,80115.52,1
2865.0,595,24,39837.88,1
88667.0,111,51,109729.43,0
63314.0,284,23,42749.05,0
952.0,22,57,159870.53,2
70737.0,205,28,52311.6,0
91727.0,198,27,51096.51,0
33274.0,417,39,102505.94,0
26184.0,10,74,201122.15,2
8382.0,331,45,154082.37,2
69300.0,382,82,206928.88,2
97865.0,393,46,102285.74,0
93341.0,15,33,69314.96,0
24295.0,22,24,40770.27,0
21560.0,376,56,158634.6,2
94845.0,122,43,90377.5,0
98053.0,34,19,31693.05,0
35976.0,122,65,145173.32,2
72174.0,851,32,75275.03,1
22784.0,63,37,116544.07,0
27680.0,32,42,70118.06,0
50292.0,0,59,159379.39,2
98995.0,66,62,132101.48,2
99870.0,383,62,110857.08,2
52569.0,407,61,147325.22,2
36529.0,127,40,97735.39,0
89449.0,291,38,90132.36,0
56412.0,42,43,81758.43,0
90657.0,142,31,87220.06,0
89194.0,147,63,132629.39,2
27816.0,70,44,97794.12,0
94193.0,943,39,84492.14,1
96742.0,232,26,51000.52,0
70842.0,1193,34,65356.13,1
8859.0,10,64,186546.82,2
39218.0,38,44,74940.08,0
65681.0,1,52,138758.87,2
24926.0,341,56,113328.11,0
62188.0,776,18,28995.15,1
7329.0,674,74,170914.02,2
42579.0,378,36,87851.83,0
68530.0,26,54,130897.3,2
73490.0,488,21,54077.82,0
10832.0,95,44,111381.06,0
79238.0,452,58,191002.56,2
56822.0,32,54,123311.78,2
2970.0,409,35,93587.56,0
6812.0,507,27,47270.54,1
95050.0,52,57,118197.93,2
65295.0,74,34,107623.08,0
12396.0,228,13,42880.66,0
24807.0,71,55,105948.99,0
31664.0,794,39,80131.89,1
59651.0,53,27,48551.88,0
79181.0,1117,9,10242.54,1
84604.0,146,19,39267.4,0
24040.0,1102,28,70803.08,1
47901.0,10,24,51756.13,0
6030.0,125,77,215142.63,2
83805.0,8,44,109188.52,0
70812.0,97,65,163145.72,2
50077.0,45,25,68258.58,0
89961.0,402,22,53661.42,0
70849.0,93,32,71151.01,0
9624.0,157,27,84840.07,0
1109.0,382,20,61955.43,0
70953.0,259,15,31220.32,0
93604.0,410,29,62390.12,0
70713.0,1287,26,101310.91,1
38953.0,688,25,60339.79,1
39154.0,151,22,46992.51,0
47493.0,420,19,55090.3,0
20792.0,386,15,53194.8,0
81867.0,142,17,54575.39,0
70060.0,76,31,104177.41,0
72889.0,567,15,45139.87,1
22000.0,684,19,33114.26,1
33604.0,407,88,133956.03,2
77005.0,49,68,141432.44,2
99691.0,133,69,142083.94,2
84859.0,39,109,266965.55,2
84070.0,139,63,118709.74,2
31020.0,373,59,120768.86,2
39265.0,796,11,24499.8,1
65409.0,66,66,129680.56,2
79644.0,484,44,92178.71,0
4337.0,57,52,121796.28,0
99095.0,11,58,94935.7,0
13213.0,39,71,162912.37,2
88530.0,385,58,126705.12,2
10391.0,195,78,137974.81,2
92617.0,0,32,63118.54,0
75624.0,51,70,157415.77,2
96926.0,249,69,114973.35,2
54966.0,7,44,101751.62,0
14233.0,22,66,143003.19,2
92483.0,128,78,118104.99,2
9183.0,51,98,211270.15,2
88973.0,362,60,120566.89,2
96919.0,83,84,211790.71,2
16604.0,58,48,108842.23,0
75322.0,418,75,174140.55,2
43463.0,728,49,70447.37,1
50812.0,292,34,56343.68,0
76443.0,135,59,123738.06,2
20.0,63,85,180246.05,2
11173.0,377,59,118961.3,2
71718.0,410,22,31167.37,0
94283.0,475,41,108853.39,0
14862.0,370,60,160605.6,2
84822.0,1016,43,56368.47,1
82080.0,751,81,167779.11,2
53490.0,383,53,80631.34,0
14020.0,9,66,146496.6,2
10510.0,0,67,130013.14,2
15852.0,202,59,162701.76,2
57624.0,45,71,140123.47,2
39451.0,500,67,174394.39,2
18619.0,829,48,112189.48,1
88671.0,4,104,233021.47,2
83154.0,127,68,151975.79,2
15797.0,126,88,153103.23,2
6832.0,295,41,91029.62,0
79342.0,442,72,128800.7,2
33077.0,504,58,132530.71,2
73025.0,11,38,80176.05,0
11275.0,92,63,149229.35,2
77362.0,368,90,229452.09,2
83624.0,48,86,203874.25,2
15389.0,52,96,214996.73,2
84228.0,412,71,133954.32,2
57228.0,311,52,153873.92,2
20443.0,31,53,90057.87,0
3772.0,738,76,155503.21,2
12243.0,179,32,92223.94,0
90842.0,13,48,118602.98,0
44565.0,421,22,54776.75,0
78523.0,512,22,50274.15,1
83505.0,235,88,221531.85,2
21228.0,100,24,54692.63,0
8027.0,48,70,129507.48,2
27901.0,32,49,163042.52,2
43396.0,324,100,187220.87,2
22832.0,33,68,141821.91,2
20285.0,1165,19,48892.45,1
71614.0,49,65,130560.64,2
3765.0,11,98,221949.57,2
25181.0,263,60,113399.86,2
12805.0,100,64,122076.59,2
3421.0,68,75,152381.77,2
86862.0,264,42,62134.44,0
25453.0,1198,24,54164.91,1
53441.0,79,36,103504.35,0
49941.0,8,54,99744.41,0
62792.0,42,57,118916.43,2
78773.0,490,27,47411.45,0
78335.0,459,51,115868.7,0
76057.0,9,49,132633.73,2
16698.0,858,33,68782.95,1
11037.0,252,83,158190.43,2
35661.0,30,47,108562.77,0
21441.0,32,47,89722.43,0
89228.0,98,53,100731.6,0
39651.0,92,57,119764.33,2
77812.0,443,45,106358.24,0
69389.0,1210,39,50581.72,1
92030.0,141,32,93811.11,0
15208.0,465,32,52426.57,0
9505.0,84,59,117251.73,2
52644.0,148,57,120089.81,2
36402.0,398,46,138105.18,0
43637.0,33,82,185935.3,2
18039.0,378,43,85180.85,0
80429.0,234,25,45410.66,0
4369.0,165,89,202494.21,2
57434.0,702,43,93641.67,1
55496.0,650,25,59955.64,1
25241.0,175,51,101103.73,0
48975.0,411,72,160877.36,2
47930.0,658,29,55328.03,1
48429.0,29,66,139529.26,2
47554.0,19,90,174247.77,2
63384.0,494,46,97602.36,0
49154.0,864,25,26969.46,1
90214.0,958,21,71801.15,1
20617.0,411,61,94029.9,0
79604.0,421,38,94013.13,0
43084.0,815,21,48326.45,1
85946.0,19,34,73403.44,0
90945.0,376,32,51216.04,0
7617.0,183,61,118383.65,2
67736.0,58,46,71025.37,0
57194.0,735,34,72047.84,1
27136.0,13,69,138254.65,2
78569.0,391,46,94964.42,0
35126.0,8,77,237664.93,2
54925.0,382,52,69079.89,0
12529.0,27,56,158652.22,2
48252.0,19,62,148127.91,2
21424.0,367,25,78156.48,0
35568.0,134,52,123642.31,0
25300.0,66,49,123063.11,0
67371.0,93,51,99196.65,0
44315.0,1230,27,46985.59,1
43986.0,630,44,102882.19,1
96895.0,54,35,65857.89,0
32236.0,147,57,128305.08,2
34752.0,44,30,75828.23,0
94787.0,394,28,63943.26,0
83770.0,280,34,65965.5,0
73620.0,742,19,30538.12,1
32985.0,23,31,61212.12,0
34344.0,259,54,100141.8,0
41180.0,275,62,140920.42,2
46076.0,367,31,36817.48,0
41434.0,41,40,55258.55,0
41246.0,214,56,125038.88,2
4388.0,231,39,107379.73,0
98374.0,200,51,145582.31,2
25946.0,474,43,76428.21,0
64386.0,8,79,159628.19,2
37404.0,56,32,42689.47,0
33206.0,557,36,105168.81,1
64200.0,47,44,114936.07,0
51797.0,1337,31,64399.14,1
69998.0,123,63,140945.95,2
94711.0,303,46,96654.4,0
83677.0,518,35,92170.86,0
38825.0,56,51,133111.34,2
32066.0,451,48,116230.47,0
66938.0,351,25,70454.12,0
34480.0,21,43,94905.92,0
44308.0,377,32,65148.9,0
56226.0,119,60,142373.01,2
66657.0,749,20,55391.66,1
73627.0,215,24,67708.78,0
3757.0,1024,24,41196.32,1
71444.0,308,47,128409.29,0
36429.0,1109,26,64287.2,1
52885.0,100,21,50012.12,0
64762.0,815,20,45512.13,1
35033.0,676,29,35071.37,1
32576.0,450,31,93095.13,0
51158.0,16,49,149085.98,2
28038.0,113,18,30443.92,0
53320.0,381,47,118790.98,0
96777.0,278,58,169661.03,2
36012.0,772,18,66212.59,1
34158.0,239,30,75592.8,0
74173.0,448,21,68333.36,0
85939.0,90,17,43223.58,0
26456.0,135,16,51082.24,0
97167.0,34,19,37243.23,0
44544.0,1174,15,54999.58,1
91583.0,1146,21,50580.02,1
40643.0,67,14,26630.74,0
65985.0,167,30,43011.99,0
33120.0,39,72,177075.16,2
44401.0,553,64,146031.15,2
8475.0,556,38,67687.98,1
91999.0,143,92,176327.57,2
96386.0,406,29,60301.44,0
32831.0,880,45,54386.15,1
6945.0,328,47,124654.12,0
98825.0,75,66,109533.83,2
81918.0,114,53,117462.76,0
79178.0,554,52,99178.37,0
10644.0,158,71,200978.14,2
88455.0,14,54,106707.25,0
2346.0,16,48,143783.08,2
97932.0,314,71,138634.54,2
99768.0,131,56,79968.06,0
89534.0,51,59,119396.63,2
85590.0,5,87,155133.37,2
98544.0,214,36,64320.77,0
93648.0,453,61,132194.68,2
28241.0,467,62,132162.09,2
19622.0,81,43,76550.54,0
95221.0,37,85,166426.68,2
87528.0,56,82,217726.48,2
97456.0,457,60,143449.2,2
93241.0,89,74,167960.24,2
43797.0,54,62,111466.38,2
51617.0,450,62,96939.53,0
17888.0,272,39,82234.43,0
86559.0,15,93,245350.39,2
15930.0,1146,25,38338.17,1
93376.0,116,48,92685.88,0
95144.0,7,72,170309.02,2
99777.0,623,57,173769.68,2
16449.0,361,55,143625.68,2
85267.0,541,35,64406.03,1
52375.0,33,55,111689.62,0
18106.0,129,46,93890.34,0
99632.0,499,105,220638.53,2
92288.0,111,77,111940.88,2
91830.0,376,47,98553.06,0
90928.0,38,60,171178.39,2
41824.0,184,60,153873.81,2
89261.0,21,66,132806.35,2
95663.0,623,77,174711.87,2
82751.0,304,31,48056.52,0
23736.0,93,52,139412.8,2
45361.0,123,61,131973.73,2
30910.0,1254,12,27759.78,1
75777.0,16,41,85214.52,0
93852.0,58,105,239978.07,2
60356.0,1109,39,50245.41,1
19945.0,13,63,105269.99,2
94471.0,135,26,50429.34,0
66000.0,370,24,62143.47,0
14097.0,376,57,135994.86,2
23005.0,8,52,107614.37,0
84550.0,169,50,85804.75,0
70832.0,85,54,92979.95,0
792.0,38,26,77296.94,0
70154.0,100,64,121070.01,2
36426.0,56,61,87358.77,0
92223.0,616,75,124608.59,2
13757.0,200,68,122696.96,2
96223.0,24,65,142546.08,2
74268.0,110,83,207021.47,2
5035.0,56,65,109561.06,2
44909.0,425,38,93427.91,0
81476.0,100,80,203054.67,2
59035.0,126,38,103576.42,0
12057.0,615,49,116916.83,1
2859.0,1301,36,60318.2,1
2698.0,115,73,135760.03,2
55238.0,749,53,114424.77,1
69010.0,24,46,120689.42,0
4040.0,351,52,146046.81,2
59238.0,48,40,88561.36,0
17837.0,55,42,104416.68,0
25960.0,272,44,72654.65,0
39718.0,406,61,112967.06,2
4530.0,69,46,123380.03,0
20822.0,215,42,105603.07,0
18381.0,61,35,61011.0,0
12941.0,728,49,77416.09,1
86446.0,877,19,58550.9,1
76461.0,50,42,88195.91,0
30213.0,381,61,132108.12,2
30255.0,64,25,44307.43,0
60483.0,384,12,20876.19,0
49461.0,15,87,175408.93,2
86253.0,488,74,170682.23,2
78233.0,290,21,35390.88,0
8470.0,342,35,91980.69,0
52822.0,219,51,96959.27,0
15559.0,379,59,157304.38,2
45228.0,1161,11,16452.49,1
10067.0,12,76,204857.88,2
15074.0,463,26,59051.66,0
41129.0,22,67,178939.85,2
50886.0,756,31,65427.61,1
2473.0,1090,37,70892.33,1
43426.0,10,49,121358.28,0
39584.0,402,31,61414.16,0
8376.0,95,86,158535.08,2
74659.0,218,25,61112.36,0
79946.0,49,80,164547.77,2
73362.0,89,35,63702.03,0
81357.0,52,64,152157.56,2
60513.0,712,44,129259.32,1
49208.0,16,51,150940.93,2
56010.0,627,45,117686.79,1
45168.0,167,58,112351.69,0
57421.0,769,70,202725.05,2
48020.0,620,33,54105.25,1
58473.0,208,39,73214.1,0
29624.0,43,59,139761.06,2
48802.0,89,53,126185.85,2
21208.0,7,46,128318.16,0
19188.0,48,56,126894.87,2
2426.0,216,41,90306.23,0
56416.0,397,47,99588.38,0
74183.0,26,43,114399.04,0
36391.0,29,75,142643.54,2
76282.0,1011,48,82679.02,1
45436.0,156,72,136749.59,2
95738.0,149,36,96423.69,0
20829.0,1323,9,13851.89,1
99839.0,824,7,6594.0,1
45109.0,106,16,24670.23,0
98322.0,25,29,78432.88,0
26376.0,49,27,55651.08,0
42852.0,1088,19,42791.86,1
2433.0,1359,24,65465.0,1
11802.0,122,35,90554.59,0
12490.0,323,24,74435.52,0
22733.0,412,24,89800.23,0
24456.0,338,14,30352.82,0
82436.0,377,79,148777.21,2
17265.0,16,62,121488.13,2
42443.0,324,87,170087.62,2
14101.0,393,66,136314.45,2
43812.0,457,49,127785.42,0
10782.0,238,33,65974.08,0
26067.0,73,61,123569.84,2
75738.0,25,50,98268.98,0
75020.0,50,84,184181.5,2
99651.0,3,87,194060.44,2
42121.0,276,47,63751.71,0
41228.0,108,59,129064.14,2
41827.0,4,51,111659.92,0
15678.0,55,68,168913.98,2
21322.0,10,33,78732.67,0
91149.0,378,46,108572.11,0
69235.0,3,32,77532.9,0
43921.0,29,77,182680.06,2
79453.0,271,75,192002.08,2
93315.0,401,34,88281.05,0
32869.0,792,33,74647.85,1
1208.0,781,51,67993.6,1
36604.0,6,73,106330.45,2
35208.0,12,92,216732.08,2
76869.0,21,83,175386.07,2
3990.0,27,82,224622.1,2
76325.0,191,76,227298.09,2
21624.0,16,48,91763.63,0
20030.0,345,42,122225.5,0
72245.0,7,68,163221.64,2
67213.0,155,23,69086.53,0
66107.0,34,40,51210.32,0
43005.0,5,66,178332.38,2
44619.0,123,83,239691.16,2
65109.0,147,34,82977.98,0
69371.0,986,21,33728.61,1
73451.0,152,32,66669.58,0
76087.0,109,48,115265.44,0
35389.0,320,62,182190.07,2
44050.0,79,89,228768.58,2
38406.0,113,59,116141.22,2
45725.0,70,57,139085.76,2
17208.0,6,39,123524.1,0
33349.0,448,49,73054.82,0
22859.0,10,48,129202.26,0
9812.0,65,51,78625.42,0
12995.0,464,39,95023.94,0
52446.0,11,39,87070.8,0
15631.0,15,57,158007.47,2
94030.0,374,54,91758.4,0
13829.0,491,77,131995.78,2
42015.0,51,68,132281.63,2
41980.0,262,32,51950.6,0
11644.0,598,47,79454.39,1
69461.0,703,59,128073.51,1
92525.0,11,38,68743.66,0
49505.0,443,68,157856.44,2
35082.0,52,49,118735.8,0
73800.0,69,66,144469.44,2
93760.0,204,83,191388.55,2
29740.0,762,96,232413.15,2
63547.0,67,68,138216.57,2
79384.0,449,44,87028.68,0
21408.0,64,91,173019.39,2
19478.0,18,68,136626.12,2
70136.0,169,81,205348.01,2
6948.0,53,91,188158.56,2
50240.0,25,72,150528.96,2
11072.0,226,71,192977.87,2
46676.0,103,108,256556.81,2
77149.0,43,49,126620.35,0
68156.0,260,90,221517.18,2
13255.0,37,100,234754.76,2
72874.0,963,24,45003.65,1
3463.0,128,38,107125.47,0
79072.0,6,71,160171.35,2
17681.0,63,60,107139.52,2
86941.0,459,80,201246.73,2
15505.0,455,59,118230.34,2
42968.0,174,47,83368.92,0
51275.0,841,40,87437.04,1
65453.0,49,74,147636.71,2
64686.0,640,26,54494.25,1
11344.0,138,49,83019.58,0
24109.0,627,27,52168.0,1
32337.0,741,29,78463.38,1
73894.0,687,26,36908.62,1
36290.0,151,114,245210.38,2
42592.0,135,33,80882.48,0
73948.0,846,29,46188.18,1
96656.0,100,64,160058.31,2
75934.0,118,30,44741.47,0
43884.0,76,38,121764.47,0
95364.0,357,41,94123.15,0
29515.0,359,66,143921.22,2
74939.0,347,31,49559.55,0
72924.0,52,55,108650.4,0
37265.0,789,38,89385.01,1
52297.0,641,50,124321.18,1
13448.0,106,44,86032.35,0
89089.0,18,56,114829.09,0
85102.0,688,44,94761.93,1
2834.0,724,36,79875.99,1
27.0,297,46,94899.83,0
40656.0,329,34,46768.59,0
23112.0,389,34,64802.56,0
91384.0,178,36,71063.45,0
79971.0,29,46,123542.35,0
28017.0,382,50,159642.2,2
47458.0,128,31,73530.07,0
71305.0,143,36,59615.47,0
97676.0,49,26,41171.3,0
67493.0,56,54,96466.71,0
74701.0,114,47,80095.02,0
33901.0,429,47,111764.18,0
36297.0,455,77,163595.76,2
29676.0,393,43,83456.32,0
41075.0,131,48,97918.32,0
58753.0,744,38,111225.26,1
59102.0,381,19,32274.26,0
41211.0,19,67,148865.75,2
51921.0,478,58,154610.09,2
51478.0,114,93,212528.84,2
97468.0,78,44,105562.45,0
19032.0,317,54,113035.63,0
79733.0,1196,27,30912.11,1
72270.0,61,44,66442.95,0
73941.0,408,85,168782.02,2
58619.0,59,61,112955.88,2
97505.0,13,48,159764.82,2
21317.0,117,62,150169.38,2
98592.0,426,50,92768.25,0
13864.0,788,25,50139.06,1
16230.0,107,25,25870.78,0
70859.0,194,37,109466.01,0
4297.0,103,32,66430.45,0
47864.0,363,30,66038.82,0
58379.0,148,38,101284.06,0
62733.0,804,65,127856.1,1
77693.0,423,21,49133.22,0
43505.0,399,20,44153.09,0
4245.0,23,94,204344.34,2
12116.0,198,71,158761.38,2
5894.0,405,24,30438.06,0
26686.0,19,54,114938.2,0
76503.0,35,45,74919.06,0
17743.0,136,35,48948.85,0
10458.0,0,55,103617.54,0
11398.0,1168,22,77841.51,1
34473.0,2,33,79074.44,0
87290.0,412,37,59082.52,0
64057.0,35,41,119044.77,0
51572.0,741,26,44170.95,1
41245.0,51,63,149344.91,2
42082.0,196,49,118833.83,0
36621.0,378,60,85863.9,0
57062.0,449,7,5609.33,0
14780.0,308,23,44779.72,0
68245.0,827,48,118764.57,1
15975.0,405,76,203036.16,2
37854.0,5,59,153446.78,2
37131.0,583,55,104385.46,1
28666.0,193,27,57123.85,0
65317.0,40,11,12714.21,0
73196.0,55,46,86850.28,0
6829.0,1132,35,60007.23,1
48136.0,733,11,32359.96,1
22453.0,107,63,123966.52,2
45062.0,403,29,77705.12,0
64270.0,9,42,109031.21,0
26097.0,810,12,17675.68,1
52245.0,381,61,105674.82,0
19304.0,534,33,69203.3,1
28869.0,229,54,115314.72,0
49661.0,414,61,108766.94,0
4364.0,607,46,96622.49,1
64656.0,839,36,99265.86,1
83478.0,45,43,79086.0,0
47599.0,406,20,50207.02,0
99716.0,40,30,45206.75,0
87884.0,963,10,21001.14,1
39069.0,61,53,121481.33,0
34250.0,436,33,50651.37,0
82317.0,821,36,73128.31,1
97196.0,5,40,110372.13,0
16809.0,472,31,80819.92,0
73740.0,415,11,19534.58,0
66532.0,134,24,64258.14,0
59453.0,150,21,38828.94,0
74327.0,771,54,134100.98,1
36612.0,89,29,52757.4,0
908.0,34,44,115705.64,0
85874.0,92,35,91065.71,0
63404.0,370,15,45583.74,0
85042.0,265,33,104211.89,0
31651.0,274,37,93332.27,0
79495.0,755,23,46146.53,1
72988.0,483,9,6708.15,1
56849.0,442,15,50305.97,0
52869.0,8,50,137048.96,2
68844.0,761,17,50726.12,1
61881.0,37,6,9413.5,0
40310.0,771,22,66417.12,1
31453.0,70,9,34002.24,0
52496.0,1125,40,80071.18,1
88536.0,20,104,183036.01,2
57947.0,766,48,119260.98,1
8699.0,131,20,40244.54,0
58296.0,112,107,237981.25,2
52712.0,104,44,80259.75,0
74140.0,28,37,83102.45,0
4296.0,126,49,76945.11,0
50672.0,878,52,102850.41,1
29454.0,774,31,62129.46,1
89947.0,68,42,67222.41,0
57900.0,290,23,59673.77,0
97276.0,480,36,72008.61,0
4496.0,365,115,222480.66,2
81328.0,66,71,149175.25,2
36511.0,13,84,152302.19,2
73068.0,376,65,174781.9,2
72932.0,86,103,214472.8,2
99860.0,31,50,62640.32,0
9175.0,222,46,94367.76,0
45521.0,45,51,100849.86,0
37155.0,815,9,42505.2,1
38860.0,130,63,130252.49,2
68952.0,383,54,99707.47,0
79551.0,1140,42,75663.49,1
1474.0,375,33,49801.33,0
56576.0,32,56,139863.53,2
65516.0,189,26,57919.12,0
10672.0,407,27,47518.63,0
79007.0,386,61,145547.51,2
56254.0,742,76,169703.29,2
70566.0,385,21,45568.58,0
24323.0,774,37,88080.4,1
79784.0,94,54,189820.83,2
61907.0,23,45,89714.29,0
65343.0,247,52,100908.66,0
72967.0,902,63,156762.89,1
58430.0,91,67,171398.08,2
75108.0,878,25,77333.73,1
74799.0,454,61,119381.93,2
75571.0,54,63,151602.03,2
79546.0,34,28,41017.01,0
62739.0,87,66,167105.17,2
72524.0,189,44,79494.35,0
37561.0,369,42,94988.39,0
22912.0,26,71,150520.49,2
75704.0,4,100,233043.7,2
71437.0,103,44,71855.46,0
44135.0,249,42,86057.06,0
2001.0,20,46,66872.56,0
39927.0,396,81,206033.24,2
53348.0,640,47,152600.37,1
62732.0,63,37,76096.73,0
42699.0,439,69,125637.45,2
43175.0,134,69,173063.7,2
28001.0,45,76,184304.77,2
17135.0,12,87,182174.74,2
72388.0,52,69,140343.82,2
42482.0,293,33,62907.75,0
42095.0,107,82,171670.12,2
87348.0,238,64,169047.96,2
65860.0,436,55,114812.9,0
94692.0,1174,26,44694.44,1
71504.0,183,89,202407.04,2
11674.0,1122,27,57705.03,1
65130.0,28,91,176144.05,2
58229.0,76,72,147372.89,2
86967.0,118,60,97630.81,0
38402.0,348,78,198531.88,2
51358.0,10,27,71662.37,0
25088.0,68,24,62330.88,0
70026.0,183,47,99615.18,0
3521.0,27,42,92394.47,0
35625.0,31,26,50951.16,0
43910.0,173,65,142293.89,2
72316.0,20,52,122904.66,0
8323.0,295,50,125425.81,0
21343.0,93,71,131766.6,2
45402.0,498,50,118027.75,0
75262.0,407,52,87549.03,0
61967.0,87,39,79926.55,0
23880.0,914,20,61848.67,1
89561.0,183,45,113627.85,0
84712.0,372,59,127177.75,2
39937.0,463,43,104354.78,0
8417.0,344,53,104641.7,0
46927.0,46,45,95657.73,0
58516.0,378,73,142735.59,2
98363.0,9,50,125693.57,0
9209.0,22,57,122388.6,2
46932.0,763,36,144396.06,1
90739.0,71,62,149132.85,2
69464.0,35,42,130999.8,0
70348.0,371,50,83041.14,0
91972.0,369,42,75994.6,0
30972.0,9,48,71214.17,0
3491.0,48,43,79562.54,0
82806.0,180,68,169981.13,2
4058.0,41,42,64834.0,0
97920.0,634,36,78068.31,1
54350.0,407,42,72972.74,0
14343.0,279,47,109634.35,0
3531.0,408,44,74956.16,0
63598.0,108,42,111337.68,0
1481.0,376,62,93369.76,0
25328.0,85,47,102715.81,0
7118.0,871,40,83048.84,1
81464.0,365,61,99793.89,0
93967.0,10,50,80226.7,0
65987.0,28,48,65998.28,0
55932.0,137,13,13510.71,0
78254.0,1213,19,28269.52,1
